PAY GRADE,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,28,30
O-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16608.3,16608.3,16608.3,16608.3,16608.3,16608.3,16608.3,16608.3,16608.3
O-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16012.5,16012.5,16243.8,16243.8,16576.8,16576.8,16608.3,16608.3,16608.3
O-8,11329.5,11329.5,11701.2,11947.5,12016.2,12016.2,12323.4,12323.4,12836.7,12836.7,12956.4,12956.4,13443.6,13443.6,13584,13584,14004,14004,14611.8,14611.8,15171.9,15171.9,15546,15546,15546,15546,15546,15546,15935.4
O-7,9414.3,9414.3,9851.4,10053.9,10215,10215,10506,10506,10794,10794,11126.7,11126.7,11458.2,11458.2,11791.2,11791.2,12836.7,12836.7,13719.3,13719.3,13719.3,13719.3,13719.3,13719.3,13719.3,13719.3,13789.8,13789.8,14065.8
O-6,7139.1,7139.1,7842.9,8357.7,8357.7,8357.7,8389.8,8389.8,8749.2,8749.2,8796.9,8796.9,8796.9,8796.9,9296.7,9296.7,10180.5,10180.5,10699.2,10699.2,11217.6,11217.6,11512.8,11512.8,11811.9,11811.9,12390.9,12390.9,12638.4
O-5,5951.4,5951.4,6704.4,7168.2,7255.5,7255.5,7545.6,7545.6,7718.4,7718.4,8099.4,8099.4,8379.6,8379.6,8740.8,8740.8,9293.1,9293.1,9555.9,9555.9,9816,9816,10111.2,10111.2,10111.2,10111.2,10111.2,10111.2,10111.2
O-4,5135.1,5135.1,5943.9,6341.1,6429,6429,6797.1,6797.1,7192.2,7192.2,7684.2,7684.2,8066.7,8066.7,8332.5,8332.5,8485.5,8485.5,8573.7,8573.7,8573.7,8573.7,8573.7,8573.7,8573.7,8573.7,8573.7,8573.7,8573.7
O-3,4514.7,4514.7,5117.7,5523.3,6022.8,6022.8,6311.7,6311.7,6628.2,6628.2,6832.8,6832.8,7169.4,7169.4,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2,7345.2
O-2,3901.2,3901.2,4442.7,5116.8,5289.9,5289.9,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5,5398.5
O-1,3385.8,3385.8,3524.4,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6,4260.6
O-3E,0,0,0,0,6022.8,6022.8,6311.7,6311.7,6628.2,6628.2,6832.8,6832.8,7169.4,7169.4,7453.5,7453.5,7617,7617,7839,7839,7839,7839,7839,7839,7839,7839,7839,7839,7839
O-2E,0,0,0,0,5289.9,5289.9,5398.5,5398.5,5570.4,5570.4,5860.5,5860.5,6084.9,6084.9,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7,6251.7
O-1E,0,0,0,0,4260.6,4260.6,4549.5,4549.5,4717.5,4717.5,4889.7,4889.7,5058.3,5058.3,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9,5289.9
E-9,0,0,0,0,0,0,0,0,0,0,5637,5637,5764.8,5764.8,5925.9,5925.9,6114.9,6114.9,6306.6,6306.6,6612,6612,6871.5,6871.5,7143.3,7143.3,7560.3,7560.3,7937.7
E-8,0,0,0,0,0,0,0,0,4614.6,4614.6,4818.6,4818.6,4944.9,4944.9,5096.1,5096.1,5260.5,5260.5,5556.3,5556.3,5706.3,5706.3,5961.6,5961.6,6103.5,6103.5,6451.8,6451.8,6581.4
E-7,3207.6,3207.6,3501,3635.4,3812.4,3812.4,3951.3,3951.3,4189.5,4189.5,4323.9,4323.9,4561.8,4561.8,4760.1,4760.1,4895.1,4895.1,5039.1,5039.1,5094.9,5094.9,5282.4,5282.4,5382.9,5382.9,5765.4,5765.4,5765.4
E-6,2774.4,2774.4,3053.1,3188.1,3318.9,3318.9,3455.4,3455.4,3762.6,3762.6,3882.9,3882.9,4114.5,4114.5,4185.3,4185.3,4236.9,4236.9,4297.2,4297.2,4297.2,4297.2,4297.2,4297.2,4297.2,4297.2,4297.2,4297.2,4297.2
E-5,2541.6,2541.6,2712.9,2844,2978.1,2978.1,3187.2,3187.2,3405.6,3405.6,3585.3,3585.3,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9,3606.9
E-4,2330.4,2330.4,2449.8,2582.4,2713.5,2713.5,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829,2829
E-3,2103.9,2103.9,2236.2,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8,2371.8
E-2,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7,2000.7
E-1,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785,1785
